Volatility 3 Framework 2.4.1

PID	Process	Value	Privilege	Attributes	Description
1660	VBoxService.ex	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
1660	VBoxService.ex	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
1660	VBoxService.ex	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
1660	VBoxService.ex	6	SeMachineAccountPrivilege		Add workstations to the domain
1660	VBoxService.ex	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
1660	VBoxService.ex	8	SeSecurityPrivilege	Present	Manage auditing and security log
1660	VBoxService.ex	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
1660	VBoxService.ex	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
1660	VBoxService.ex	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
1660	VBoxService.ex	12	SeSystemtimePrivilege	Present,Enabled	Change the system time
1660	VBoxService.ex	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
1660	VBoxService.ex	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
1660	VBoxService.ex	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
1660	VBoxService.ex	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
1660	VBoxService.ex	17	SeBackupPrivilege	Present	Backup files and directories
1660	VBoxService.ex	18	SeRestorePrivilege	Present	Restore files and directories
1660	VBoxService.ex	19	SeShutdownPrivilege	Present	Shut down the system
1660	VBoxService.ex	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
1660	VBoxService.ex	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
1660	VBoxService.ex	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
1660	VBoxService.ex	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1660	VBoxService.ex	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1660	VBoxService.ex	25	SeUndockPrivilege	Present	Remove computer from docking station
1660	VBoxService.ex	26	SeSyncAgentPrivilege		Synch directory service data
1660	VBoxService.ex	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1660	VBoxService.ex	28	SeManageVolumePrivilege	Present	Manage the files on a volume
1660	VBoxService.ex	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1660	VBoxService.ex	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1660	VBoxService.ex	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1660	VBoxService.ex	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1660	VBoxService.ex	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
1660	VBoxService.ex	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
1660	VBoxService.ex	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
1660	VBoxService.ex	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
1696	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1696	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1696	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1696	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1696	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1696	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1696	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1696	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1696	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1696	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1696	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1696	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1696	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1696	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1696	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1696	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1696	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1696	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1696	svchost.exe	20	SeDebugPrivilege		Debug programs
1696	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
1696	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1696	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1696	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1696	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1696	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1696	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1696	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1696	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1696	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1696	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1696	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1696	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1696	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1696	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1696	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1768	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1768	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1768	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1768	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1768	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1768	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1768	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1768	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1768	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1768	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1768	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1768	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1768	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1768	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1768	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1768	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1768	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1768	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1768	svchost.exe	20	SeDebugPrivilege		Debug programs
1768	svchost.exe	21	SeAuditPrivilege		Generate security audits
1768	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1768	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1768	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1768	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1768	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1768	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1768	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1768	svchost.exe	29	SeImpersonatePrivilege	Default	Impersonate a client after authentication
1768	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1768	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1768	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1768	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1768	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1768	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1768	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1848	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1848	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1848	svchost.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
1848	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1848	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1848	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
1848	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1848	svchost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
1848	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1848	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
1848	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1848	svchost.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
1848	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
1848	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
1848	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
1848	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1848	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1848	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1848	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
1848	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
1848	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1848	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1848	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1848	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1848	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1848	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1848	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1848	svchost.exe	29	SeImpersonatePrivilege	Default	Impersonate a client after authentication
1848	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1848	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1848	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1848	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
1848	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
1848	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
1848	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
1856	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1856	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
1856	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
1856	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1856	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1856	svchost.exe	7	SeTcbPrivilege	Default	Act as part of the operating system
1856	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1856	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1856	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1856	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
1856	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1856	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
1856	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
1856	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
1856	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
1856	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1856	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1856	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1856	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
1856	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
1856	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1856	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1856	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1856	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1856	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1856	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1856	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1856	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1856	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1856	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1856	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1856	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
1856	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
1856	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
1856	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
1868	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1868	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1868	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1868	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1868	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1868	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1868	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1868	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1868	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1868	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1868	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1868	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1868	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1868	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1868	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1868	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1868	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1868	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1868	svchost.exe	20	SeDebugPrivilege		Debug programs
1868	svchost.exe	21	SeAuditPrivilege		Generate security audits
1868	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1868	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1868	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1868	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1868	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1868	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1868	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1868	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1868	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1868	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1868	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1868	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1868	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1868	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1868	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1960	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1960	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1960	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1960	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1960	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1960	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1960	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1960	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1960	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1960	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1960	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1960	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1960	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1960	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1960	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1960	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1960	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1960	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1960	svchost.exe	20	SeDebugPrivilege		Debug programs
1960	svchost.exe	21	SeAuditPrivilege		Generate security audits
1960	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1960	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1960	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1960	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1960	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1960	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1960	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1960	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1960	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1960	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1960	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1960	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1960	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1960	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1960	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1992	MemCompression	2	SeCreateTokenPrivilege	Present	Create a token object
1992	MemCompression	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
1992	MemCompression	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
1992	MemCompression	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
1992	MemCompression	6	SeMachineAccountPrivilege		Add workstations to the domain
1992	MemCompression	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
1992	MemCompression	8	SeSecurityPrivilege	Present	Manage auditing and security log
1992	MemCompression	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
1992	MemCompression	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
1992	MemCompression	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
1992	MemCompression	12	SeSystemtimePrivilege	Present	Change the system time
1992	MemCompression	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
1992	MemCompression	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
1992	MemCompression	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
1992	MemCompression	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
1992	MemCompression	17	SeBackupPrivilege	Present	Backup files and directories
1992	MemCompression	18	SeRestorePrivilege	Present	Restore files and directories
1992	MemCompression	19	SeShutdownPrivilege	Present	Shut down the system
1992	MemCompression	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
1992	MemCompression	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
1992	MemCompression	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
1992	MemCompression	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1992	MemCompression	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1992	MemCompression	25	SeUndockPrivilege	Present	Remove computer from docking station
1992	MemCompression	26	SeSyncAgentPrivilege		Synch directory service data
1992	MemCompression	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1992	MemCompression	28	SeManageVolumePrivilege	Present	Manage the files on a volume
1992	MemCompression	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1992	MemCompression	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1992	MemCompression	31	SeTrustedCredManAccessPrivilege	Present	Access Credential Manager as a trusted caller
1992	MemCompression	32	SeRelabelPrivilege	Present	Modify the mandatory integrity level of an object
1992	MemCompression	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
1992	MemCompression	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
1992	MemCompression	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
1992	MemCompression	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
1440	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1440	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1440	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
1440	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1440	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1440	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
1440	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1440	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1440	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1440	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
1440	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1440	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
1440	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
1440	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
1440	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
1440	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1440	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1440	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1440	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
1440	svchost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
1440	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1440	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1440	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1440	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1440	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1440	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1440	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1440	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1440	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1440	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1440	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1440	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
1440	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
1440	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
1440	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
2060	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
2060	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
2060	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
2060	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
2060	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2060	svchost.exe	7	SeTcbPrivilege	Default	Act as part of the operating system
2060	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
2060	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
2060	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
2060	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
2060	svchost.exe	12	SeSystemtimePrivilege		Change the system time
2060	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
2060	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
2060	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
2060	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
2060	svchost.exe	17	SeBackupPrivilege		Backup files and directories
2060	svchost.exe	18	SeRestorePrivilege		Restore files and directories
2060	svchost.exe	19	SeShutdownPrivilege		Shut down the system
2060	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
2060	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
2060	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
2060	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2060	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2060	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
2060	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
2060	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2060	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
2060	svchost.exe	29	SeImpersonatePrivilege	Default	Impersonate a client after authentication
2060	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
2060	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2060	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2060	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
2060	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
2060	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
2060	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
2068	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
2068	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
2068	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
2068	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
2068	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
