Volatility 3 Framework 2.4.1

PID	Process	Block	Variable	Value
1056	svchost.exe	0x20507a03940	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
1056	svchost.exe	0x20507a03940	USERDOMAIN	NT AUTHORITY
1056	svchost.exe	0x20507a03940	USERNAME	LOCAL SERVICE
1056	svchost.exe	0x20507a03940	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1056	svchost.exe	0x20507a03940	VM_COMMON_DIR	C:\ProgramData\FEVM
1056	svchost.exe	0x20507a03940	windir	C:\Windows
1164	svchost.exe	0x25bf5603940	ALLUSERSPROFILE	C:\ProgramData
1164	svchost.exe	0x25bf5603940	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1164	svchost.exe	0x25bf5603940	ChocolateyInstall	C:\ProgramData\chocolatey
1164	svchost.exe	0x25bf5603940	ChocolateyToolsLocation	C:\Tools
1164	svchost.exe	0x25bf5603940	CommonProgramFiles	C:\Program Files\Common Files
1164	svchost.exe	0x25bf5603940	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1164	svchost.exe	0x25bf5603940	CommonProgramW6432	C:\Program Files\Common Files
1164	svchost.exe	0x25bf5603940	COMPUTERNAME	MSEDGEWIN10
1164	svchost.exe	0x25bf5603940	ComSpec	C:\Windows\system32\cmd.exe
1164	svchost.exe	0x25bf5603940	DriverData	C:\Windows\System32\Drivers\DriverData
1164	svchost.exe	0x25bf5603940	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
1164	svchost.exe	0x25bf5603940	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1164	svchost.exe	0x25bf5603940	NUMBER_OF_PROCESSORS	8
1164	svchost.exe	0x25bf5603940	OS	Windows_NT
1164	svchost.exe	0x25bf5603940	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
1164	svchost.exe	0x25bf5603940	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1164	svchost.exe	0x25bf5603940	PROCESSOR_ARCHITECTURE	AMD64
1164	svchost.exe	0x25bf5603940	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
1164	svchost.exe	0x25bf5603940	PROCESSOR_LEVEL	23
1164	svchost.exe	0x25bf5603940	PROCESSOR_REVISION	7100
1164	svchost.exe	0x25bf5603940	ProgramData	C:\ProgramData
1164	svchost.exe	0x25bf5603940	ProgramFiles	C:\Program Files
1164	svchost.exe	0x25bf5603940	ProgramFiles(x86)	C:\Program Files (x86)
1164	svchost.exe	0x25bf5603940	ProgramW6432	C:\Program Files
1164	svchost.exe	0x25bf5603940	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1164	svchost.exe	0x25bf5603940	PUBLIC	C:\Users\Public
1164	svchost.exe	0x25bf5603940	RAW_TOOLS_DIR	C:\Tools
1164	svchost.exe	0x25bf5603940	SystemDrive	C:
1164	svchost.exe	0x25bf5603940	SystemRoot	C:\Windows
1164	svchost.exe	0x25bf5603940	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1164	svchost.exe	0x25bf5603940	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1164	svchost.exe	0x25bf5603940	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
1164	svchost.exe	0x25bf5603940	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
1164	svchost.exe	0x25bf5603940	USERDOMAIN	NT AUTHORITY
1164	svchost.exe	0x25bf5603940	USERNAME	LOCAL SERVICE
1164	svchost.exe	0x25bf5603940	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1164	svchost.exe	0x25bf5603940	VM_COMMON_DIR	C:\ProgramData\FEVM
1164	svchost.exe	0x25bf5603940	windir	C:\Windows
1204	svchost.exe	0x2aacca038c0	ALLUSERSPROFILE	C:\ProgramData
1204	svchost.exe	0x2aacca038c0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1204	svchost.exe	0x2aacca038c0	ChocolateyInstall	C:\ProgramData\chocolatey
1204	svchost.exe	0x2aacca038c0	ChocolateyToolsLocation	C:\Tools
1204	svchost.exe	0x2aacca038c0	CommonProgramFiles	C:\Program Files\Common Files
1204	svchost.exe	0x2aacca038c0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1204	svchost.exe	0x2aacca038c0	CommonProgramW6432	C:\Program Files\Common Files
1204	svchost.exe	0x2aacca038c0	COMPUTERNAME	MSEDGEWIN10
1204	svchost.exe	0x2aacca038c0	ComSpec	C:\Windows\system32\cmd.exe
1204	svchost.exe	0x2aacca038c0	DriverData	C:\Windows\System32\Drivers\DriverData
1204	svchost.exe	0x2aacca038c0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
1204	svchost.exe	0x2aacca038c0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1204	svchost.exe	0x2aacca038c0	NUMBER_OF_PROCESSORS	8
1204	svchost.exe	0x2aacca038c0	OS	Windows_NT
1204	svchost.exe	0x2aacca038c0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
1204	svchost.exe	0x2aacca038c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1204	svchost.exe	0x2aacca038c0	PROCESSOR_ARCHITECTURE	AMD64
1204	svchost.exe	0x2aacca038c0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
1204	svchost.exe	0x2aacca038c0	PROCESSOR_LEVEL	23
1204	svchost.exe	0x2aacca038c0	PROCESSOR_REVISION	7100
1204	svchost.exe	0x2aacca038c0	ProgramData	C:\ProgramData
1204	svchost.exe	0x2aacca038c0	ProgramFiles	C:\Program Files
1204	svchost.exe	0x2aacca038c0	ProgramFiles(x86)	C:\Program Files (x86)
1204	svchost.exe	0x2aacca038c0	ProgramW6432	C:\Program Files
1204	svchost.exe	0x2aacca038c0	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1204	svchost.exe	0x2aacca038c0	PUBLIC	C:\Users\Public
1204	svchost.exe	0x2aacca038c0	RAW_TOOLS_DIR	C:\Tools
1204	svchost.exe	0x2aacca038c0	SystemDrive	C:
1204	svchost.exe	0x2aacca038c0	SystemRoot	C:\Windows
1204	svchost.exe	0x2aacca038c0	TEMP	C:\Windows\TEMP
1204	svchost.exe	0x2aacca038c0	TMP	C:\Windows\TEMP
1204	svchost.exe	0x2aacca038c0	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
1204	svchost.exe	0x2aacca038c0	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
1204	svchost.exe	0x2aacca038c0	USERDOMAIN	WORKGROUP
1204	svchost.exe	0x2aacca038c0	USERNAME	MSEDGEWIN10$
1204	svchost.exe	0x2aacca038c0	USERPROFILE	C:\Windows\system32\config\systemprofile
1204	svchost.exe	0x2aacca038c0	VM_COMMON_DIR	C:\ProgramData\FEVM
1204	svchost.exe	0x2aacca038c0	windir	C:\Windows
1288	svchost.exe	0x1bd24003940	ALLUSERSPROFILE	C:\ProgramData
1288	svchost.exe	0x1bd24003940	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1288	svchost.exe	0x1bd24003940	ChocolateyInstall	C:\ProgramData\chocolatey
1288	svchost.exe	0x1bd24003940	ChocolateyToolsLocation	C:\Tools
1288	svchost.exe	0x1bd24003940	CommonProgramFiles	C:\Program Files\Common Files
1288	svchost.exe	0x1bd24003940	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1288	svchost.exe	0x1bd24003940	CommonProgramW6432	C:\Program Files\Common Files
1288	svchost.exe	0x1bd24003940	COMPUTERNAME	MSEDGEWIN10
1288	svchost.exe	0x1bd24003940	ComSpec	C:\Windows\system32\cmd.exe
1288	svchost.exe	0x1bd24003940	DriverData	C:\Windows\System32\Drivers\DriverData
1288	svchost.exe	0x1bd24003940	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
1288	svchost.exe	0x1bd24003940	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1288	svchost.exe	0x1bd24003940	NUMBER_OF_PROCESSORS	8
1288	svchost.exe	0x1bd24003940	OS	Windows_NT
1288	svchost.exe	0x1bd24003940	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
1288	svchost.exe	0x1bd24003940	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1288	svchost.exe	0x1bd24003940	PROCESSOR_ARCHITECTURE	AMD64
1288	svchost.exe	0x1bd24003940	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
1288	svchost.exe	0x1bd24003940	PROCESSOR_LEVEL	23
1288	svchost.exe	0x1bd24003940	PROCESSOR_REVISION	7100
1288	svchost.exe	0x1bd24003940	ProgramData	C:\ProgramData
1288	svchost.exe	0x1bd24003940	ProgramFiles	C:\Program Files
1288	svchost.exe	0x1bd24003940	ProgramFiles(x86)	C:\Program Files (x86)
1288	svchost.exe	0x1bd24003940	ProgramW6432	C:\Program Files
1288	svchost.exe	0x1bd24003940	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1288	svchost.exe	0x1bd24003940	PUBLIC	C:\Users\Public
1288	svchost.exe	0x1bd24003940	RAW_TOOLS_DIR	C:\Tools
1288	svchost.exe	0x1bd24003940	SystemDrive	C:
1288	svchost.exe	0x1bd24003940	SystemRoot	C:\Windows
1288	svchost.exe	0x1bd24003940	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1288	svchost.exe	0x1bd24003940	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1288	svchost.exe	0x1bd24003940	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
1288	svchost.exe	0x1bd24003940	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
1288	svchost.exe	0x1bd24003940	USERDOMAIN	NT AUTHORITY
1288	svchost.exe	0x1bd24003940	USERNAME	LOCAL SERVICE
1288	svchost.exe	0x1bd24003940	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1288	svchost.exe	0x1bd24003940	VM_COMMON_DIR	C:\ProgramData\FEVM
1288	svchost.exe	0x1bd24003940	windir	C:\Windows
1376	svchost.exe	0x22e488038c0	ALLUSERSPROFILE	C:\ProgramData
1376	svchost.exe	0x22e488038c0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1376	svchost.exe	0x22e488038c0	ChocolateyInstall	C:\ProgramData\chocolatey
1376	svchost.exe	0x22e488038c0	ChocolateyToolsLocation	C:\Tools
1376	svchost.exe	0x22e488038c0	CommonProgramFiles	C:\Program Files\Common Files
1376	svchost.exe	0x22e488038c0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1376	svchost.exe	0x22e488038c0	CommonProgramW6432	C:\Program Files\Common Files
1376	svchost.exe	0x22e488038c0	COMPUTERNAME	MSEDGEWIN10
1376	svchost.exe	0x22e488038c0	ComSpec	C:\Windows\system32\cmd.exe
1376	svchost.exe	0x22e488038c0	DriverData	C:\Windows\System32\Drivers\DriverData
1376	svchost.exe	0x22e488038c0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
1376	svchost.exe	0x22e488038c0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1376	svchost.exe	0x22e488038c0	NUMBER_OF_PROCESSORS	8
1376	svchost.exe	0x22e488038c0	OS	Windows_NT
1376	svchost.exe	0x22e488038c0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
1376	svchost.exe	0x22e488038c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1376	svchost.exe	0x22e488038c0	PROCESSOR_ARCHITECTURE	AMD64
1376	svchost.exe	0x22e488038c0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
1376	svchost.exe	0x22e488038c0	PROCESSOR_LEVEL	23
1376	svchost.exe	0x22e488038c0	PROCESSOR_REVISION	7100
1376	svchost.exe	0x22e488038c0	ProgramData	C:\ProgramData
1376	svchost.exe	0x22e488038c0	ProgramFiles	C:\Program Files
1376	svchost.exe	0x22e488038c0	ProgramFiles(x86)	C:\Program Files (x86)
1376	svchost.exe	0x22e488038c0	ProgramW6432	C:\Program Files
1376	svchost.exe	0x22e488038c0	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1376	svchost.exe	0x22e488038c0	PUBLIC	C:\Users\Public
1376	svchost.exe	0x22e488038c0	RAW_TOOLS_DIR	C:\Tools
1376	svchost.exe	0x22e488038c0	SystemDrive	C:
1376	svchost.exe	0x22e488038c0	SystemRoot	C:\Windows
1376	svchost.exe	0x22e488038c0	TEMP	C:\Windows\TEMP
1376	svchost.exe	0x22e488038c0	TMP	C:\Windows\TEMP
1376	svchost.exe	0x22e488038c0	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
1376	svchost.exe	0x22e488038c0	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
1376	svchost.exe	0x22e488038c0	USERDOMAIN	WORKGROUP
1376	svchost.exe	0x22e488038c0	USERNAME	MSEDGEWIN10$
1376	svchost.exe	0x22e488038c0	USERPROFILE	C:\Windows\system32\config\systemprofile
1376	svchost.exe	0x22e488038c0	VM_COMMON_DIR	C:\ProgramData\FEVM
1376	svchost.exe	0x22e488038c0	windir	C:\Windows
1468	svchost.exe	0x2a996e03940	ALLUSERSPROFILE	C:\ProgramData
1468	svchost.exe	0x2a996e03940	APPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Roaming
1468	svchost.exe	0x2a996e03940	ChocolateyInstall	C:\ProgramData\chocolatey
1468	svchost.exe	0x2a996e03940	ChocolateyToolsLocation	C:\Tools
1468	svchost.exe	0x2a996e03940	CommonProgramFiles	C:\Program Files\Common Files
1468	svchost.exe	0x2a996e03940	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1468	svchost.exe	0x2a996e03940	CommonProgramW6432	C:\Program Files\Common Files
1468	svchost.exe	0x2a996e03940	COMPUTERNAME	MSEDGEWIN10
1468	svchost.exe	0x2a996e03940	ComSpec	C:\Windows\system32\cmd.exe
1468	svchost.exe	0x2a996e03940	DriverData	C:\Windows\System32\Drivers\DriverData
1468	svchost.exe	0x2a996e03940	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
1468	svchost.exe	0x2a996e03940	LOCALAPPDATA	C:\Windows\ServiceProfiles\LocalService\AppData\Local
1468	svchost.exe	0x2a996e03940	NUMBER_OF_PROCESSORS	8
1468	svchost.exe	0x2a996e03940	OS	Windows_NT
1468	svchost.exe	0x2a996e03940	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\ServiceProfiles\LocalService\AppData\Local\Microsoft\WindowsApps
1468	svchost.exe	0x2a996e03940	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1468	svchost.exe	0x2a996e03940	PROCESSOR_ARCHITECTURE	AMD64
1468	svchost.exe	0x2a996e03940	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
1468	svchost.exe	0x2a996e03940	PROCESSOR_LEVEL	23
1468	svchost.exe	0x2a996e03940	PROCESSOR_REVISION	7100
1468	svchost.exe	0x2a996e03940	ProgramData	C:\ProgramData
1468	svchost.exe	0x2a996e03940	ProgramFiles	C:\Program Files
1468	svchost.exe	0x2a996e03940	ProgramFiles(x86)	C:\Program Files (x86)
1468	svchost.exe	0x2a996e03940	ProgramW6432	C:\Program Files
1468	svchost.exe	0x2a996e03940	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1468	svchost.exe	0x2a996e03940	PUBLIC	C:\Users\Public
1468	svchost.exe	0x2a996e03940	RAW_TOOLS_DIR	C:\Tools
1468	svchost.exe	0x2a996e03940	SystemDrive	C:
1468	svchost.exe	0x2a996e03940	SystemRoot	C:\Windows
1468	svchost.exe	0x2a996e03940	TEMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1468	svchost.exe	0x2a996e03940	TMP	C:\Windows\SERVIC~1\LOCALS~1\AppData\Local\Temp
1468	svchost.exe	0x2a996e03940	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
1468	svchost.exe	0x2a996e03940	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
1468	svchost.exe	0x2a996e03940	USERDOMAIN	NT AUTHORITY
1468	svchost.exe	0x2a996e03940	USERNAME	LOCAL SERVICE
1468	svchost.exe	0x2a996e03940	USERPROFILE	C:\Windows\ServiceProfiles\LocalService
1468	svchost.exe	0x2a996e03940	VM_COMMON_DIR	C:\ProgramData\FEVM
1468	svchost.exe	0x2a996e03940	windir	C:\Windows
1496	VBoxService.ex	0x8120b0	ALLUSERSPROFILE	C:\ProgramData
1496	VBoxService.ex	0x8120b0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1496	VBoxService.ex	0x8120b0	ChocolateyInstall	C:\ProgramData\chocolatey
1496	VBoxService.ex	0x8120b0	ChocolateyToolsLocation	C:\Tools
1496	VBoxService.ex	0x8120b0	CommonProgramFiles	C:\Program Files\Common Files
1496	VBoxService.ex	0x8120b0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1496	VBoxService.ex	0x8120b0	CommonProgramW6432	C:\Program Files\Common Files
1496	VBoxService.ex	0x8120b0	COMPUTERNAME	MSEDGEWIN10
1496	VBoxService.ex	0x8120b0	ComSpec	C:\Windows\system32\cmd.exe
1496	VBoxService.ex	0x8120b0	DriverData	C:\Windows\System32\Drivers\DriverData
1496	VBoxService.ex	0x8120b0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
1496	VBoxService.ex	0x8120b0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1496	VBoxService.ex	0x8120b0	NUMBER_OF_PROCESSORS	8
1496	VBoxService.ex	0x8120b0	OS	Windows_NT
1496	VBoxService.ex	0x8120b0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
1496	VBoxService.ex	0x8120b0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1496	VBoxService.ex	0x8120b0	PROCESSOR_ARCHITECTURE	AMD64
1496	VBoxService.ex	0x8120b0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
1496	VBoxService.ex	0x8120b0	PROCESSOR_LEVEL	23
1496	VBoxService.ex	0x8120b0	PROCESSOR_REVISION	7100
1496	VBoxService.ex	0x8120b0	ProgramData	C:\ProgramData
1496	VBoxService.ex	0x8120b0	ProgramFiles	C:\Program Files
1496	VBoxService.ex	0x8120b0	ProgramFiles(x86)	C:\Program Files (x86)
1496	VBoxService.ex	0x8120b0	ProgramW6432	C:\Program Files
1496	VBoxService.ex	0x8120b0	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
1496	VBoxService.ex	0x8120b0	PUBLIC	C:\Users\Public
1496	VBoxService.ex	0x8120b0	RAW_TOOLS_DIR	C:\Tools
1496	VBoxService.ex	0x8120b0	SystemDrive	C:
1496	VBoxService.ex	0x8120b0	SystemRoot	C:\Windows
1496	VBoxService.ex	0x8120b0	TEMP	C:\Windows\TEMP
1496	VBoxService.ex	0x8120b0	TMP	C:\Windows\TEMP
1496	VBoxService.ex	0x8120b0	TOOL_LIST_DIR	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\FLARE
1496	VBoxService.ex	0x8120b0	TOOL_LIST_SHORTCUT	C:\Users\IEUser\Desktop\FLARE.lnk
1496	VBoxService.ex	0x8120b0	USERDOMAIN	WORKGROUP
1496	VBoxService.ex	0x8120b0	USERNAME	MSEDGEWIN10$
1496	VBoxService.ex	0x8120b0	USERPROFILE	C:\Windows\system32\config\systemprofile
1496	VBoxService.ex	0x8120b0	VM_COMMON_DIR	C:\ProgramData\FEVM
1496	VBoxService.ex	0x8120b0	windir	C:\Windows
1532	svchost.exe	0x192460038c0	ALLUSERSPROFILE	C:\ProgramData
1532	svchost.exe	0x192460038c0	APPDATA	C:\Windows\system32\config\systemprofile\AppData\Roaming
1532	svchost.exe	0x192460038c0	ChocolateyInstall	C:\ProgramData\chocolatey
1532	svchost.exe	0x192460038c0	ChocolateyToolsLocation	C:\Tools
1532	svchost.exe	0x192460038c0	CommonProgramFiles	C:\Program Files\Common Files
1532	svchost.exe	0x192460038c0	CommonProgramFiles(x86)	C:\Program Files (x86)\Common Files
1532	svchost.exe	0x192460038c0	CommonProgramW6432	C:\Program Files\Common Files
1532	svchost.exe	0x192460038c0	COMPUTERNAME	MSEDGEWIN10
1532	svchost.exe	0x192460038c0	ComSpec	C:\Windows\system32\cmd.exe
1532	svchost.exe	0x192460038c0	DriverData	C:\Windows\System32\Drivers\DriverData
1532	svchost.exe	0x192460038c0	JAVA_HOME	C:\Program Files\OpenJDK\openjdk-11.0.15_10
1532	svchost.exe	0x192460038c0	LOCALAPPDATA	C:\Windows\system32\config\systemprofile\AppData\Local
1532	svchost.exe	0x192460038c0	NUMBER_OF_PROCESSORS	8
1532	svchost.exe	0x192460038c0	OS	Windows_NT
1532	svchost.exe	0x192460038c0	Path	C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Python37\Scripts\;C:\Python37\;C:\Python27\;C:\Python27\Scripts;C:\ProgramData\Boxstarter;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\ProgramData\chocolatey\bin;C:\Program Files\Puppet Labs\Puppet\bin;C:\Program Files\OpenJDK\openjdk-11.0.15_10\bin;C:\Program Files\nodejs\;C:\Program Files\Microsoft VS Code\bin;C:\Windows\system32\config\systemprofile\AppData\Local\Microsoft\WindowsApps
1532	svchost.exe	0x192460038c0	PATHEXT	.COM;.EXE;.BAT;.CMD;.VBS;.VBE;.JS;.JSE;.WSF;.WSH;.MSC
1532	svchost.exe	0x192460038c0	PROCESSOR_ARCHITECTURE	AMD64
1532	svchost.exe	0x192460038c0	PROCESSOR_IDENTIFIER	AMD64 Family 23 Model 113 Stepping 0, AuthenticAMD
1532	svchost.exe	0x192460038c0	PROCESSOR_LEVEL	23
1532	svchost.exe	0x192460038c0	PROCESSOR_REVISION	7100
1532	svchost.exe	0x192460038c0	ProgramData	C:\ProgramData
1532	svchost.exe	0x192460038c0	ProgramFiles	C:\Program Files
1532	svchost.exe	0x192460038c0	ProgramFiles(x86)	C:\Program Files (x86)
1532	svchost.exe	0x192460038c0	ProgramW6432	C:\Program Files
1532	svchost.exe	0x192460038c0	PSModulePath	C:\ProgramData\FEVM;C:\ProgramData\Boxstarter;C:\Program Files\WindowsPowerShell\Modules;C:\Windows\system32\WindowsPowerShell\v1.0\Modules
