Volatility 3 Framework 2.4.1

PID	Process	Value	Privilege	Attributes	Description
1680	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1680	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
1680	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1680	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
1680	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
1680	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
1680	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
1680	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1680	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1680	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1680	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
1680	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
1680	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1680	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1680	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1680	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1680	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1680	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1680	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1680	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1680	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1680	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1680	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1680	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
1680	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
1680	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
1680	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
1696	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1696	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1696	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1696	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1696	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1696	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1696	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1696	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1696	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1696	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1696	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1696	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1696	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1696	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1696	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1696	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1696	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1696	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1696	svchost.exe	20	SeDebugPrivilege		Debug programs
1696	svchost.exe	21	SeAuditPrivilege		Generate security audits
1696	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1696	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1696	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1696	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1696	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1696	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1696	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1696	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1696	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1696	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1696	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1696	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1696	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1696	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1696	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1780	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1780	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1780	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1780	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1780	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1780	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1780	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1780	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1780	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1780	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1780	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1780	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1780	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1780	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1780	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1780	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1780	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1780	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1780	svchost.exe	20	SeDebugPrivilege		Debug programs
1780	svchost.exe	21	SeAuditPrivilege	Present,Enabled	Generate security audits
1780	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1780	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1780	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1780	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1780	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1780	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1780	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1780	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1780	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1780	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1780	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1780	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1780	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1780	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1780	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1808	MemCompression	2	SeCreateTokenPrivilege	Present	Create a token object
1808	MemCompression	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
1808	MemCompression	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
1808	MemCompression	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
1808	MemCompression	6	SeMachineAccountPrivilege		Add workstations to the domain
1808	MemCompression	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
1808	MemCompression	8	SeSecurityPrivilege	Present	Manage auditing and security log
1808	MemCompression	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
1808	MemCompression	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
1808	MemCompression	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
1808	MemCompression	12	SeSystemtimePrivilege	Present	Change the system time
1808	MemCompression	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
1808	MemCompression	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
1808	MemCompression	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
1808	MemCompression	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
1808	MemCompression	17	SeBackupPrivilege	Present	Backup files and directories
1808	MemCompression	18	SeRestorePrivilege	Present	Restore files and directories
1808	MemCompression	19	SeShutdownPrivilege	Present	Shut down the system
1808	MemCompression	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
1808	MemCompression	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
1808	MemCompression	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
1808	MemCompression	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1808	MemCompression	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1808	MemCompression	25	SeUndockPrivilege	Present	Remove computer from docking station
1808	MemCompression	26	SeSyncAgentPrivilege		Synch directory service data
1808	MemCompression	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1808	MemCompression	28	SeManageVolumePrivilege	Present	Manage the files on a volume
1808	MemCompression	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1808	MemCompression	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1808	MemCompression	31	SeTrustedCredManAccessPrivilege	Present	Access Credential Manager as a trusted caller
1808	MemCompression	32	SeRelabelPrivilege	Present	Modify the mandatory integrity level of an object
1808	MemCompression	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
1808	MemCompression	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
1808	MemCompression	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
1808	MemCompression	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
1896	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1896	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1896	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
1896	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1896	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1896	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
1896	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1896	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1896	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1896	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
1896	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1896	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
1896	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
1896	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
1896	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
1896	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1896	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1896	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1896	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
1896	svchost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
1896	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1896	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1896	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1896	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1896	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1896	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1896	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1896	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1896	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1896	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1896	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1896	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
1896	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
1896	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
1896	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
1960	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1960	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1960	svchost.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
1960	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1960	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1960	svchost.exe	7	SeTcbPrivilege	Default	Act as part of the operating system
1960	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1960	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1960	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1960	svchost.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
1960	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1960	svchost.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
1960	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Default	Increase scheduling priority
1960	svchost.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
1960	svchost.exe	16	SeCreatePermanentPrivilege	Default	Create permanent shared objects
1960	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1960	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1960	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1960	svchost.exe	20	SeDebugPrivilege	Default	Debug programs
1960	svchost.exe	21	SeAuditPrivilege	Default	Generate security audits
1960	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1960	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1960	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1960	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1960	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1960	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1960	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1960	svchost.exe	29	SeImpersonatePrivilege	Default	Impersonate a client after authentication
1960	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1960	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1960	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1960	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
1960	svchost.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
1960	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
1960	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
1968	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1968	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1968	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1968	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1968	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1968	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1968	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1968	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1968	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1968	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1968	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1968	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1968	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1968	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1968	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1968	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1968	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1968	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1968	svchost.exe	20	SeDebugPrivilege		Debug programs
1968	svchost.exe	21	SeAuditPrivilege	Present	Generate security audits
1968	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1968	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1968	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1968	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1968	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1968	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1968	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1968	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1968	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1968	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1968	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1968	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1968	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1968	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1968	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1976	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1976	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1976	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1976	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1976	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1976	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1976	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1976	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1976	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1976	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1976	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1976	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1976	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1976	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1976	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1976	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1976	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1976	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1976	svchost.exe	20	SeDebugPrivilege		Debug programs
1976	svchost.exe	21	SeAuditPrivilege		Generate security audits
1976	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1976	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1976	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1976	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1976	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1976	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1976	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1976	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1976	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1976	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1976	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1976	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
1976	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1976	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1976	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
1636	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
1636	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1636	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1636	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1636	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1636	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
1636	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
1636	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1636	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1636	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
1636	svchost.exe	12	SeSystemtimePrivilege		Change the system time
1636	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1636	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
1636	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1636	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1636	svchost.exe	17	SeBackupPrivilege		Backup files and directories
1636	svchost.exe	18	SeRestorePrivilege		Restore files and directories
1636	svchost.exe	19	SeShutdownPrivilege		Shut down the system
1636	svchost.exe	20	SeDebugPrivilege		Debug programs
1636	svchost.exe	21	SeAuditPrivilege		Generate security audits
1636	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1636	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1636	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1636	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
1636	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
1636	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1636	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1636	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
1636	svchost.exe	30	SeCreateGlobalPrivilege	Default	Create global objects
1636	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1636	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1636	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present	Allocate more memory for user applications
1636	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1636	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1636	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
2072	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
2072	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
2072	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
2072	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
2072	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2072	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
2072	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
2072	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
2072	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
2072	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
2072	svchost.exe	12	SeSystemtimePrivilege		Change the system time
2072	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
2072	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
2072	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
2072	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
2072	svchost.exe	17	SeBackupPrivilege		Backup files and directories
2072	svchost.exe	18	SeRestorePrivilege		Restore files and directories
2072	svchost.exe	19	SeShutdownPrivilege		Shut down the system
2072	svchost.exe	20	SeDebugPrivilege		Debug programs
2072	svchost.exe	21	SeAuditPrivilege		Generate security audits
2072	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
2072	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
2072	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
2072	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
2072	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
2072	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
2072	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
2072	svchost.exe	29	SeImpersonatePrivilege	Default	Impersonate a client after authentication
2072	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
2072	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
2072	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
2072	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
2072	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
2072	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
2072	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
2088	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
2088	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
2088	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
2088	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
2088	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
2088	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
2088	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
2088	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
2088	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
2088	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
2088	svchost.exe	12	SeSystemtimePrivilege	Present	Change the system time
2088	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
2088	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
2088	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
2088	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
2088	svchost.exe	17	SeBackupPrivilege		Backup files and directories
2088	svchost.exe	18	SeRestorePrivilege		Restore files and directories
2088	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
2088	svchost.exe	20	SeDebugPrivilege		Debug programs
2088	svchost.exe	21	SeAuditPrivilege	Present	Generate security audits
2088	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
